"year","TaxonName","CommonName","Resilience","fao_rgn","stock_id","TaxonKey","tons"
1977,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,173.568
1978,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,171.3683
1979,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,164.7806
1980,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,162.4219
1981,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,163.6444
1982,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,174.1422
1983,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,161.2792
1984,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,144.5817
1985,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,144.1588
1986,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,142.5494
1987,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,138.0985
1988,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,141.4828
1989,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,145.7262
1990,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,132.3664
1991,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,146.8547
1992,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,152.3568
1993,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,157.8652
1994,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,183.1827
1995,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,170.5874
1996,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,144.4185
1997,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,153.3226
1998,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,143.3729
1999,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,143.1687
2000,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,136.9494
2001,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,142.7438
2002,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,122.5462
2003,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,113.2246
2004,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,110.9568
2005,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,107.231
2006,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,123.8282
2007,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,111.8988
2008,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,97.01659
2009,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,97.24252
2010,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,112.6665
2011,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,334.245
2012,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,889.3008
2013,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,11121.13
2014,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,15075.11
2015,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,16883.14
2016,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,18294.1
2017,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,29040.79
2018,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,15679.63
2019,"Scomber colias","Atlantic chub mackerel","Medium",27,"Scomber_colias-27",654736,13410.99
1950,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6215.135
1951,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6215.973
1952,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6717.411
1953,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6339.119
1954,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6254.947
1955,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,6686.402
1956,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,12646.24
1957,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,10358.74
1958,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,13653.69
1959,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,11080.2
1960,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,11234.17
1961,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,16594.51
1962,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,17135.81
1963,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,19323.69
1964,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,18340.31
1965,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,17864.96
1966,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,16556.98
1967,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,17549.19
1968,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,17784.06
1969,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,26411.52
1970,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,40919.36
1971,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,18960.12
1972,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,17010.81
1973,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,19119.88
1974,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,25861.24
1975,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,22545.02
1976,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,26131.91
1977,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,56397.52
1978,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,54623.79
1979,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,36871.76
1980,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,56220.55
1981,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,50809.85
1982,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,96814.72
1983,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,89595.87
1984,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,152881.1
1985,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,113215.6
1986,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,130378.4
1987,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,55331.83
1988,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,89868.69
1989,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,109443.5
1990,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,39939.27
1991,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,21033.62
1992,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,21642.11
1993,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,22883.44
1994,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,44986.36
1995,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,35938.35
1996,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,25400.43
1997,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,36062.02
1998,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,18245.8
1999,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,22900.17
2000,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,40115.85
2001,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,30875.9
2002,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,28581.57
2003,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,36930.2
2004,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,73811.09
2005,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,83282.65
2006,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,74851.71
2007,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,108514.2
2008,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,111270.9
2009,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,86905.53
2010,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,94173.34
2011,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,132703
2012,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,139760
2013,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,175954.7
2014,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,198703
2015,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,191477.3
2016,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,238406.7
2017,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,145075.8
2018,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,196744.1
2019,"Scomber colias","Atlantic chub mackerel","Medium",34,"Scomber_colias-34",654736,260671.2
1950,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,840.0549
1951,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,846.9191
1952,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,892.6402
1953,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,843.2152
1954,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,921.6707
1955,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1020.279
1956,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1022.172
1957,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1036.424
1958,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1081.144
1959,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1036.171
1960,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,877.4762
1961,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,848.3664
1962,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,855.8953
1963,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1016.511
1964,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,940.8829
1965,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1050.194
1966,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1210.723
1967,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1262.847
1968,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1402.493
1969,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1217.418
1970,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1899.496
1971,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1944.036
1972,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1748.589
1973,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1721.767
1974,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1884.468
1975,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2109.473
1976,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2123.158
1977,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1940.444
1978,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2172.113
1979,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2173.194
1980,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2209.603
1981,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2081.592
1982,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2259.333
1983,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2462.322
1984,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2914.17
1985,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,3509.271
1986,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,3880.452
1987,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4021.71
1988,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4196.308
1989,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4515.616
1990,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4413.465
1991,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4773.389
1992,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5072.169
1993,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5398.407
1994,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5962.854
1995,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5824.498
1996,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5756.025
1997,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6080.438
1998,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5935.978
1999,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6022.122
2000,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6568.254
2001,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6438.939
2002,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6045.557
2003,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5918.037
2004,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5851.099
2005,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5780.053
2006,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5888.829
2007,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5863.538
2008,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,8232.679
2009,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1010.033
2010,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,1158.907
2011,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,3011.133
2012,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,3309.865
2013,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,2849.695
2014,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,3387.387
2015,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5249.287
2016,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6155.201
2017,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,6230.985
2018,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,5902.488
2019,"Scomber colias","Atlantic chub mackerel","Medium",37,"Scomber_colias-37",654736,4911.86
1950,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,74289.07
1951,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,89851.23
1952,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,97301.53
1953,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,100666.7
1954,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,108409
1955,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,111499.6
1956,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,110117.5
1957,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,111553.4
1958,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,108123.9
1959,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,110317.1
1960,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,114046
1961,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,113266.9
1962,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,116418.5
1963,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,121451.2
1964,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,122633.6
1965,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,130489.9
1966,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,127296.4
1967,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,133575.5
1968,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,162188.3
1969,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,197789.1
1970,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,256922.6
1971,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,242466.8
1972,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,355596.6
1973,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,428320
1974,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,501130.2
1975,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,394362.1
1976,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,496911.1
1977,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,459254.9
1978,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,616257.1
1979,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,509970.1
1980,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,469485.4
1981,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,551016.5
1982,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,539993
1983,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,440601.8
1984,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,567760.5
1985,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,508308.3
1986,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,589649.2
1987,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,451101.9
1988,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,448377.6
1989,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,428225.8
1990,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,291868.2
1991,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,292032.2
1992,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,319730.4
1993,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,405432
1994,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,473700.9
1995,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,479882.5
1996,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,637715.6
1997,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,414531.2
1998,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,402688.7
1999,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,431079
2000,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,362362.2
2001,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,427380.9
2002,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,391550.8
2003,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,390154.1
2004,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,475801.7
2005,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,445220.8
2006,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,397142.3
2007,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,393133.3
2008,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,599394.8
2009,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,412083.8
2010,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,433872.9
2011,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,546522.2
2012,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,477180.6
2013,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,448978.6
2014,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,457383.4
2015,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,460903.6
2016,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,458453.9
2017,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,479059.4
2018,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,566157.8
2019,"Scomber japonicus","Pacific chub mackerel",NA,61,"Scomber_japonicus-61",600117,698181
1950,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,74.16781
1951,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,78.05224
1952,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,108.0944
1953,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,140.6586
1954,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,3991.656
1955,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,4148.413
1956,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,8730.401
1957,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,10832.48
1958,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,4892.334
1959,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,6588.377
1960,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,6444.999
1961,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,7725.007
1962,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,8478.151
1963,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,7070.528
1964,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,4707.18
1965,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,1344.664
1966,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,948.8363
1967,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,296.9024
1968,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,629.0282
1969,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,524.7983
1970,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,218.5077
1971,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,700.0786
1972,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,1471.109
1973,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,2216.757
1974,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,2716.743
1975,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,1914.793
1976,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,2445.951
1977,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,3169.837
1978,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,6080.762
1979,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,11280.95
1980,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,13274.72
1981,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,17169.36
1982,"Scomber japonicus","Pacific chub mackerel",NA,67,"Scomber_japonicus-67",600117,9896.497
